anime_id,title,status,start_date,end_date,genres,synopsis,main_picture,studios,rating,source,rank,popularity,start_year,start_month,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11
35180,3-gatsu no Lion 2nd Season,finished_airing,2017-10-14,2018-03-31,"Childcare, Drama, Seinen, Strategy Game","Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/88469l.jpg,Shaft,pg_13,manga,19,586,2017.0,10.0,Childcare, Drama, Seinen, Strategy Game,,,,,,,
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,finished_airing,2018-07-09,2018-10-08,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen","Following the temporary retreat of the Altana Liberation Army from the Kabuki District, the state of the war has seemingly improved. However, as the Oniwaban, Shinsengumi, and residents of the district combat the army's remnants, Edo's greatest inventor Gengai Hiraga is abducted. Responsible for causing the enemy's withdrawal by rendering their weapons useless, Gengai's nanomachine virus is now at risk of being shut down.

Meanwhile, a laser capable of obliterating a planet is activated in Earth's orbit on the Liberation Army's mother ship. Another battle ensues when Shinsuke Takasugi and the rest of the Kiheitai arrive on the vessel to stop the weapon from firing. Forced to fight a war on two fronts, the Yorozuya and their allies must prevail on both sides to save Edo and the rest of the world.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1776/96566l.jpg,Bandai Namco Pictures,pg_13,manga,22,1229,2018.0,7.0,Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen,,,
54492,Kusuriya no Hitorigoto,finished_airing,2023-10-22,2024-03-24,"Drama, Historical, Medical, Mystery","Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention.

Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the limelight, attempts to leave an anonymous tip. Unfortunately, the dashing and perceptive eunuch Jinshi sees through it and manages to single her out.

In recognition of her talent, Maomao is promoted to lady-in-waiting for the emperor's favorite concubine, Gyokuyou. As Maomao continues to remedy the numerous ailments afflicting the imperial court, her pharmaceutical expertise quickly proves indispensable.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1708/138033l.jpg,"OLM, TOHO animation STUDIO",pg_13,light_novel,23,427,2023.0,10.0,Drama, Historical, Medical, Mystery,,,,,,,
35247,Owarimonogatari 2nd Season,finished_airing,2017-08-12,2017-08-13,"Comedy, Mystery, Supernatural, Vampire","Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place.  

Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/87322l.jpg,Shaft,r,light_novel,25,591,2017.0,8.0,Comedy, Mystery, Supernatural, Vampire,,,,,,,
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,finished_airing,2023-03-04,2023-11-05,"Action, Drama, Gore, Military, Shounen, Survival, Suspense","In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turmoil. Although he feels immense remorse over his horrific invasion, Eren believes he harbors noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people.

The opposing battalions spiral toward an inevitable final clash that may claim the lives of millions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1279/131078l.webp,MAPPA,r,manga,26,291,2023.0,3.0,Action, Drama, Gore, Military, Shounen, Survival, Suspense,,,,
37987,Violet Evergarden Movie,finished_airing,2020-09-18,2020-09-18,"Award Winning, Drama","Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear.

Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1825/110716l.jpg,Kyoto Animation,pg_13,light_novel,27,340,2020.0,9.0,Award Winning, Drama,,,,,,,,,
32281,Kimi no Na wa.,finished_airing,2016-08-26,2016-08-26,"Award Winning, Drama","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/5/87048l.webp,CoMix Wave Films,pg_13,original,28,11,2016.0,8.0,Award Winning, Drama,,,,,,,,,
40682,Kingdom 3rd Season,finished_airing,2020-04-06,2021-10-17,"Action, Historical, Military, Seinen","Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states.

Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1443/111830l.jpg,"Pierrot, Studio Signpost",r,manga,29,2037,2020.0,4.0,Action, Historical, Military, Seinen,,,,,,,
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,currently_airing,2025-01-05,,"Action, Adult Cast, Adventure, Fantasy, Urban Fantasy","Sung Jin-Woo, dubbed the weakest hunter of all mankind, grows stronger by the day with the supernatural powers he has gained. However, keeping his skills hidden becomes more difficult as dungeon-related incidents pile up around him.

When Jin-Woo and a few other low-ranked hunters are the only survivors of a dungeon that turns out to be a bigger challenge than initially expected, he draws attention once again, and hunter guilds take an increased interest in him. Meanwhile, a strange hunter who has been lost for ten years returns with a dire warning about an upcoming catastrophic event. As the calamity looms closer, Jin-Woo must continue leveling up to make sure nothing stops him from reaching his ultimate goal—saving the life of his mother.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1448/147351l.jpg,A-1 Pictures,r,web_manga,30,782,2025.0,1.0,Action, Adult Cast, Adventure, Fantasy, Urban Fantasy,,,,,,
36838,Gintama. Shirogane no Tamashii-hen,finished_airing,2018-01-08,2018-03-26,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen","After the fierce battle on Rakuyou, the untold past and true goal of the immortal Naraku leader, Utsuro, are finally revealed. By corrupting the Altana reserves of several planets, Utsuro has successfully triggered the intervention of the Tendoshuu’s greatest enemy: the Altana Liberation Army. With Earth as the main battleground in this interplanetary war, Utsuro's master plan to destroy the planet—and himself—is nearly complete. 

An attack on the O-Edo Central Terminal marks the beginning of the final battle to take back the land of the samurai. With the Yorozuya nowhere in sight, the bakufu all but collapsed, and the Shogun missing, the people are left completely helpless as the Liberation Army begins pillaging Edo in the name of freeing them from the Tendoshuu's rule. 

Caught in the crossfire between two equally imposing forces, can Gintoki, Kagura, Shinpachi, and the former students of Shouyou Yoshida put aside their differences and unite their allies to protect what they hold dear?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/89603l.webp,Bandai Namco Pictures,pg_13,manga,31,1171,2018.0,1.0,Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen,,,
49387,Vinland Saga Season 2,finished_airing,2023-01-10,2023-06-20,"Action, Adventure, Drama, Gore, Historical, Seinen","After his father's death and the destruction of his village at the hands of English raiders, Einar wishes for a peaceful life with his family on their newly rebuilt farms. However, fate has other plans: his village is invaded once again. Einar watches helplessly as the marauding Danes burn his lands and slaughter his family. The invaders capture Einar and take him back to Denmark as a slave. 

Einar clings to his mother's final words to survive. He is purchased by Ketil, a kind slave owner and landlord who promises that Einar can regain his freedom in return for working in the fields. Soon, Einar encounters his new partner in farm cultivation—Thorfinn, a dejected and melancholic slave. As Einar and Thorfinn work together toward their freedom, they are haunted by both sins of the past and the ploys of the present. Yet they carry on, grasping for a glimmer of hope, redemption, and peace in a world that is nothing but unjust and unforgiving.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1170/124312l.jpg,MAPPA,r,manga,32,303,2023.0,1.0,Action, Adventure, Drama, Gore, Historical, Seinen,,,,,
37510,Mob Psycho 100 II,finished_airing,2019-01-07,2019-04-01,"Action, Comedy, Supernatural","Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens.

While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1918/96303l.webp,Bones,pg_13,web_manga,33,73,2019.0,1.0,Action, Comedy, Supernatural,,,,,,,,
31758,Kizumonogatari III: Reiketsu-hen,finished_airing,2017-01-06,2017-01-06,"Action, Mystery, Supernatural, Vampire","After helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. 

Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he’s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her.

But there is more to the story that Araragi doesn’t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place?

Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he’ll regret…

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1084/112813l.jpg,Shaft,r,light_novel,34,493,2017.0,1.0,Action, Mystery, Supernatural, Vampire,,,,,,,
40028,Shingeki no Kyojin: The Final Season,finished_airing,2020-12-07,2021-03-29,"Action, Drama, Gore, Military, Shounen, Survival, Suspense","Gabi Braun and Falco Grice have been training their entire lives to inherit one of the seven Titans under Marley's control and aid their nation in eradicating the Eldians on Paradis. However, just as all seems well for the two cadets, their peace is suddenly shaken by the arrival of Eren Yeager and the remaining members of the Survey Corps.

Having finally reached the Yeager family basement and learned about the dark history surrounding the Titans, the Survey Corps has at long last found the answer they so desperately fought to uncover. With the truth now in their hands, the group set out for the world beyond the walls.

In Shingeki no Kyojin: The Final Season, two utterly different worlds collide as each party pursues its own agenda in the long-awaited conclusion to Paradis' fight for freedom.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1000/110531l.jpg,MAPPA,r,manga,35,33,2020.0,12.0,Action, Drama, Gore, Military, Shounen, Survival, Suspense,,,,
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,finished_airing,2024-01-07,2024-03-31,"Comedy, Romance, School, Shounen","After an eventful winter break, Kyoutarou Ichikawa and Anna Yamada reunite with a stronger bond. They continue to grow in their own ways, with Yamada taking on more challenging photoshoots and Ichikawa maturing both physically and emotionally as he tackles his affections for Yamada. However, spending time together outside of school allows for their relationship to deepen, and it becomes increasingly difficult to deny their budding romantic feelings.

Grappling with these unexpected and new emotions, Ichikawa and Yamada realize that, with the passage of time, their relationship is bound to change—and they must ultimately decide whether they wish to remain close friends or finally become a couple.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1643/138581l.jpg,Shin-Ei Animation,pg_13,manga,37,1063,2024.0,1.0,Comedy, Romance, School, Shounen,,,,,,,
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,finished_airing,2016-10-08,2016-12-10,"School, Shounen, Sports, Team Sports","After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.

Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.

[Written by MAL Rewrite] ",https://cdn.myanimelist.net/images/anime/7/81992l.jpg,Production I.G,pg_13,manga,38,115,2016.0,10.0,School, Shounen, Sports, Team Sports,,,,,,,
51009,Jujutsu Kaisen 2nd Season,finished_airing,2023-07-06,2023-12-28,"Action, Gore, School, Shounen, Supernatural","The year is 2006, and the halls of Tokyo Prefectural Jujutsu High School echo with the endless bickering and intense debate between two inseparable best friends. Exuding unshakeable confidence, Satoru Gojou and Suguru Getou believe there is no challenge too great for young and powerful Special Grade sorcerers such as themselves. They are tasked with safely delivering a sensible girl named Riko Amanai to the entity whose existence is the very essence of the jujutsu world. However, the mission plunges them into an exhausting swirl of moral conflict that threatens to destroy the already feeble amity between sorcerers and ordinary humans.

Twelve years later, students and sorcerers are the frontline defense against the rising number of high-level curses born from humans' negative emotions. As the entities grow in power, their self-awareness and ambition increase too. The curses unite for the common goal of eradicating humans and creating a world of only cursed energy users, led by a dangerous, ancient cursed spirit. To dispose of their greatest obstacle—the strongest sorcerer, Gojou—they orchestrate an attack at Shibuya Station on Halloween. Dividing into teams, the sorcerers enter the fight prepared to risk everything to protect the innocent and their own kind.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1792/138022l.jpg,MAPPA,r,manga,39,138,2023.0,7.0,Action, Gore, School, Shounen, Supernatural,,,,,,
48583,Shingeki no Kyojin: The Final Season Part 2,finished_airing,2022-01-10,2022-04-04,"Action, Drama, Gore, Military, Shounen, Survival, Suspense","Turning against his former allies and enemies alike, Eren Yeager sets a disastrous plan in motion. Under the guidance of the Beast Titan, Zeke, Eren takes extreme measures to end the ancient conflict between Marley and Eldia—but his true intentions remain a mystery. Delving deep into his family's past, Eren fights to control his own destiny.

Meanwhile, the long-feuding nations of Marley and Eldia utilize both soldiers and Titans in a brutal race to eliminate the other. Reiner Braun uses his own powers in a desperate bid to hold off Eren's own militaristic force, and his fellow Eldians—children Falco Grice and Gabi Braun—struggle to survive in the unfolding chaos.

Elsewhere, Eren's childhood friends Mikasa Ackerman and Armin Arlert remain imprisoned alongside Eren's former Survey Corps companions, all disturbed by Eren's monstrous transformation. Under the blind belief that Eren still secretly harbors good intentions, Mikasa and the others enter the fray in an attempt to save their friend's very soul.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1948/120625l.webp,MAPPA,r,manga,41,101,2022.0,1.0,Action, Drama, Gore, Military, Shounen, Survival, Suspense,,,,
